trx_id,user_id,card_number,card_expire_dt,trx_at,amount,currency,merchant_country,merchant_lat,merchant_lon,ip_address,user_agent
bbf2679d-998f-47b1-80df-3f04be71ec77,b32a3f55-785f-4db4-9e9a-0283e7cbc877,4330313643889645,05/30,2026-04-12 16:45:59,730793.0,KRW,KR,36.6009,126.665,20.16.23.91,Opera/9.40.(Windows 98; Win 9x 4.90; ve-ZA) Presto/2.9.183 Version/12.00
5eb4a980-51e2-4e81-bd61-5fd47b98d7f6,1c262158-d0f0-4228-80f1-b80dea58bf72,4227354636101552,06/33,2026-04-12 16:47:00,1232237.0,KRW,KR,36.6009,126.665,181.112.245.57,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/40.0.886.0 Safari/534.2"
cf7cb485-9b8d-43a5-b12f-67026fdc583e,5f71454d-eafd-4609-8779-e92a35ecc5f2,4157981152256735,12/33,2026-04-12 16:49:01,1295964.0,KRW,KR,37.65639,126.835,22.36.111.177,"Mozilla/5.0 (Windows 95) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/34.0.847.0 Safari/536.1"
c1179aa2-fe37-4e35-b75e-b223244e0680,872fb273-bd5d-491f-aea7-140bddf63a51,4156113134369888,08/29,2026-04-12 17:03:10,866872.0,KRW,KR,36.82167,128.63083,136.232.129.100,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/4.1)
8dd8cba1-d771-4c56-aa17-4e72438839cb,01e2eb03-e9e3-4464-9320-3883b53e81bc,4689856505593371,09/29,2026-04-12 17:38:16,2588.93,USD,GB,-40.985951,20.380748,132.125.230.76,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_4) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/29.0.885.0 Safari/536.2"
5b8e4128-5c11-4fd4-8f01-cfdba4006bea,0a27cf08-9984-48c2-b78b-a5e47e0d26de,4051005295171630,03/35,2026-04-12 17:39:00,608973.0,KRW,KR,37.65639,126.835,68.40.158.194,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/7770-05-23 11:27:42 Firefox/3.8
351a1682-ef67-4bb4-ac54-98061e9cb38d,e7c6eafe-276f-4d4a-93e8-6026fa9f51f3,4934991388994462,10/29,2026-04-12 17:53:47,300322.0,KRW,KR,34.8825,128.62667,61.46.56.211,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/3.0)
f641ed38-30a1-4983-a542-3e7609d0689e,77f6bb4f-1244-40cf-89c0-28ae286ad7d4,4703550128141658,05/27,2026-04-12 18:09:43,484251.0,KRW,KR,36.6009,126.665,40.70.40.172,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_2; rv:1.9.2.20) Gecko/7102-01-21 14:14:25 Firefox/3.8
d543d305-a9b2-48f5-9323-f9cbb72e052e,23c40505-1b1c-4187-b1c4-4b504d6098ea,4042599469651353,01/28,2026-04-12 18:19:40,1191689.0,KRW,KR,36.6009,126.665,91.248.128.227,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/4266-07-04 19:58:33 Firefox/4.0
098670b6-fe09-40aa-a248-4079800f23f3,982abc14-8b11-4bb8-9f27-53da245cbf4d,4914468511969335,03/28,2026-04-12 18:21:23,1316393.0,KRW,KR,34.8825,128.62667,138.52.135.188,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/8042-09-29 06:23:13 Firefox/14.0
08ef0a83-d889-4fbe-8501-5f25eb53444d,7af72d52-b66b-4f96-aa1b-abeec73bb57d,4883195533654325,12/31,2026-04-12 18:23:33,1307944.0,KRW,KR,34.8825,128.62667,15.237.98.235,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_6; rv:1.9.4.20) Gecko/9418-08-06 12:11:28 Firefox/3.8
7d26a9bb-b918-4e7a-b578-ad8bbe79da8f,38757948-4e0f-4ad9-8eb6-6ac90b7522f6,4084947167700700,05/32,2026-04-12 18:30:37,259940.0,KRW,KR,37.65639,126.835,33.5.85.182,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/3.1)
4e07b8ba-daaa-412c-9b03-3ed035c884d4,982abc14-8b11-4bb8-9f27-53da245cbf4d,4914468511969335,03/28,2026-04-12 18:36:22,1028128.0,KRW,KR,37.1759,128.9889,219.64.82.132,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/8042-09-29 06:23:13 Firefox/14.0
4e2991c9-3432-4e80-b79a-c397155b2ab2,4c78d3b1-bf5b-4103-b89c-a3b9ef9ccb6c,4037118752652999,04/36,2026-04-12 18:48:49,314.02,EUR,KH,39.924725,-16.903334,46.114.187.35,Opera/9.39.(X11; Linux i686; crh-UA) Presto/2.9.176 Version/11.00
f602b605-232a-4c5c-b681-a3f8f45b07f2,872fb273-bd5d-491f-aea7-140bddf63a51,4156113134369888,08/29,2026-04-12 18:57:34,1033.99,JPY,BZ,48.7300905,-70.928467,14.250.65.126,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/4.0)
eaf1f171-72a4-4c2b-a5a4-53a09273b4c0,c31224f0-5b38-4b2d-b6be-ac553a134046,4673018640841243,09/26,2026-04-12 19:05:22,182.14,EUR,BA,-8.32189,-137.465413,219.201.39.239,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/14.0.804.0 Safari/532.2"
8df11fe1-3ec8-47be-9eb6-15be4a748c46,f61ed8c4-9a40-4515-9dd4-017a59330264,4509389542613075,12/32,2026-04-12 19:24:14,675050.0,KRW,KR,37.1759,128.9889,218.37.206.79,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_2) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/37.0.827.0 Safari/536.0"
f15fa55e-169f-4c42-93a3-49f889504800,86ee1127-20b0-4646-95cb-5657f3579dd7,4434793801617158,09/28,2026-04-12 19:34:53,2401.94,GBP,KM,51.090246,-67.694875,10.111.202.38,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_2; rv:1.9.6.20) Gecko/9831-06-08 17:13:58 Firefox/7.0
c13c7f1e-c09e-4aef-982c-76fa696ec6c8,d5229021-47c3-4d5d-bef7-bebce73f8f7b,4050221630814260,04/27,2026-04-12 19:47:53,133944.0,KRW,KR,36.6009,126.665,129.128.106.141,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/4.0)
d8f30606-1a2a-4b81-9b83-cc90cd37f35f,f1746a67-3fc8-4025-afef-3dce3f02badf,4184352449552004,12/35,2026-04-12 19:53:33,868015.0,KRW,KR,36.6009,126.665,180.44.11.62,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/4.0)
9c96d015-07f7-4352-a3a3-7046ff72a599,cad9c19d-002d-46e6-a3ff-eb3c66495b24,4519150414184639,10/29,2026-04-12 20:00:01,2100.49,GBP,IT,14.8748795,-70.063347,177.116.233.103,Opera/9.75.(X11; Linux i686; de-LU) Presto/2.9.166 Version/12.00
9abe873f-efc5-469b-913d-77f3e6c987a2,4b0b19ba-536b-448b-843e-2f7ad31a6669,4247558219856509,03/27,2026-04-12 20:04:30,1179690.0,KRW,KR,36.20389,127.08472,159.209.135.225,Opera/9.20.(X11; Linux x86_64; da-DK) Presto/2.9.179 Version/10.00
29172e3d-7050-4fa8-96b3-450ecf0c7908,872fb273-bd5d-491f-aea7-140bddf63a51,4156113134369888,08/29,2026-04-12 20:06:50,18466.0,KRW,KR,37.65639,126.835,208.46.28.170,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/4.0)
a5fab3fe-ebda-4641-af75-3e6c0ac4a03f,2c00a8f0-7375-4111-ada6-f49144abb200,4284110802632857,06/27,2026-04-12 20:11:37,393426.0,KRW,KR,36.6009,126.665,39.19.14.248,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/48.0.838.0 Safari/534.0"
3d627624-1b14-4c2b-92d7-1a9e2f38b991,982abc14-8b11-4bb8-9f27-53da245cbf4d,4914468511969335,03/28,2026-04-12 20:16:28,413896.0,KRW,KR,34.8825,128.62667,114.78.167.38,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/8042-09-29 06:23:13 Firefox/14.0
7a4fbf30-0774-4181-afbb-1cceb4960b55,de1ecd6f-e49f-4aac-a58a-385de196c79c,4378921687832066,12/27,2026-04-12 20:24:12,404308.0,KRW,KR,36.82167,128.63083,4.205.166.197,Opera/8.17.(X11; Linux i686; sc-IT) Presto/2.9.188 Version/12.00
413788dd-379a-4d67-8630-430145af22fa,38757948-4e0f-4ad9-8eb6-6ac90b7522f6,4084947167700700,05/32,2026-04-12 20:25:35,1108.66,JPY,NZ,-31.23527,-61.374224,206.74.104.23,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/3.1)
6c819853-00c2-480e-a205-e1c3de2286ff,a50c4be3-db84-464c-930a-e9fc389bf04c,4900385033060912,04/29,2026-04-12 20:30:07,426483.0,KRW,KR,36.82167,128.63083,4.185.142.238,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; an-ES) AppleWebKit/535.45.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6535.45.7"
ffe1739c-d314-42ab-8f56-07b8c113c889,bfa2e306-6754-423c-888e-ea19d2c4497c,4741767655252955,01/27,2026-04-12 20:39:54,1481270.0,KRW,KR,36.20389,127.08472,36.135.26.62,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/5.0)
e50fb637-05ea-4ada-a0ea-7f666a1e329c,2ef3781a-b57f-475f-8282-3ff7fabe4459,4658055368357571,05/30,2026-04-12 20:42:17,788.98,JPY,SK,81.628886,-77.783911,210.180.141.139,Mozilla/5.0 (Android 3.2; Mobile; rv:53.0) Gecko/53.0 Firefox/53.0
e709d1ad-cad5-480d-8ef1-b05fe8b575c3,de1ecd6f-e49f-4aac-a58a-385de196c79c,4378921687832066,12/27,2026-04-12 20:43:28,1109453.0,KRW,KR,36.20389,127.08472,204.121.108.155,Opera/8.17.(X11; Linux i686; sc-IT) Presto/2.9.188 Version/12.00
726fdce1-904d-42bf-bf75-676d67d44da6,48a5f643-1a4c-40c5-85db-fbf25c3f16ee,4726580896862576,08/33,2026-04-12 21:08:35,1017325.0,KRW,KR,37.1759,128.9889,90.141.217.156,"Mozilla/5.0 (Windows 95) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/63.0.884.0 Safari/532.1"
affed922-8938-43c6-8da6-b6c3f50846ec,b0fe3f12-0047-42de-a7df-3b58992e68b3,4874982806253088,01/29,2026-04-12 21:08:47,1475433.0,KRW,KR,37.1759,128.9889,25.212.98.96,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/25.0.858.0 Safari/531.0"
73c5df06-b12e-455d-8f9f-a38d6e2c25c7,23c40505-1b1c-4187-b1c4-4b504d6098ea,4042599469651353,01/28,2026-04-12 21:18:32,8598.0,KRW,KR,36.20389,127.08472,132.156.218.69,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/4266-07-04 19:58:33 Firefox/4.0
f726c4db-b254-417a-b996-8234a1b38525,c3b31be9-369c-4270-9436-adb0f6ef7c95,4915677583582557,09/28,2026-04-12 21:18:58,947134.0,KRW,KR,36.82167,128.63083,181.170.45.237,Opera/9.86.(X11; Linux x86_64; ht-HT) Presto/2.9.178 Version/10.00
b2f3b10c-95b6-4f0c-981c-0e218c5cef5c,bd8a9305-a149-4e99-8899-fc8fe0ed589c,4075177158668507,08/28,2026-04-12 21:19:57,336781.0,KRW,KR,37.65639,126.835,184.18.128.196,Opera/8.67.(Windows 95; mhr-RU) Presto/2.9.168 Version/10.00
8e798730-38d2-4606-be9d-15ca6e2a6b02,b2a1d995-6b5e-4f4a-b3a8-cff5f40ae9cd,4328569612866799,03/32,2026-04-12 21:20:42,373193.0,KRW,KR,36.6009,126.665,115.8.214.56,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/5.1)
000e7604-1781-44e2-b37c-be3e9de5a129,8a545e54-816b-440a-bfce-628c145548fb,4007484345180492,01/31,2026-04-12 21:22:36,1338029.0,KRW,KR,36.6009,126.665,61.243.69.206,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/3.1)
e4709465-cf36-4659-a2d4-19997d58e6b0,48a5f643-1a4c-40c5-85db-fbf25c3f16ee,4726580896862576,08/33,2026-04-12 21:30:58,19.86,JPY,SK,47.453408,9.480803,216.254.45.112,"Mozilla/5.0 (Windows 95) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/63.0.884.0 Safari/532.1"
ce81a40c-7fcb-455e-b90c-72aa9a42ff91,b13ad8a4-f65c-46cf-9f9e-8a2801a465a6,4611025952638138,03/29,2026-04-12 21:35:46,746731.0,KRW,KR,37.1759,128.9889,80.19.46.90,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.0)
b1a47e60-fdac-4ca1-a46d-134dcb229042,bd6279f7-d5b0-4382-938c-527ff0762153,4209990028360793,10/32,2026-04-12 21:51:21,1192720.0,KRW,KR,36.20389,127.08472,114.231.114.7,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/3.0)
9c1b1878-f90e-4078-9b15-23413d0a92e5,b13ad8a4-f65c-46cf-9f9e-8a2801a465a6,4611025952638138,03/29,2026-04-12 21:56:17,1019142.0,KRW,KR,36.6009,126.665,119.19.206.172,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.0)
9e9ace0c-accb-4e95-a13e-a53b70557d00,1983173e-105c-43e8-9993-aa7b89e215b3,4866725019758686,04/34,2026-04-12 22:27:41,1479366.0,KRW,KR,36.6009,126.665,209.67.242.2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3 rv:2.0; ht-HT) AppleWebKit/533.48.5 (KHTML, like Gecko) Version/5.0.5 Safari/533.48.5"
5465eaa3-00db-405c-b002-956a1f83ee46,0bd76126-285c-45bf-b79e-dcbae0776248,4345468231586434,02/33,2026-04-12 22:40:31,775980.0,KRW,KR,36.20389,127.08472,197.151.142.33,Opera/8.89.(Windows CE; it-IT) Presto/2.9.179 Version/11.00
83734e03-976b-4ffd-a2de-03f830761e03,e6dba926-6cb2-449a-bdd0-deb958e6d979,4528988683467204,08/32,2026-04-12 22:44:09,212658.0,KRW,KR,37.65639,126.835,175.169.233.113,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/51.0.852.0 Mobile/60P904 Safari/535.0"
e40b5387-cff6-469f-82f6-534cb77f9d30,b868c44e-4a29-47d7-91c1-7c7f125b6b48,4694691634375322,11/26,2026-04-12 23:04:05,1406048.0,KRW,KR,36.20389,127.08472,203.34.17.224,Mozilla/5.0 (Android 3.1; Mobile; rv:48.0) Gecko/48.0 Firefox/48.0
6f1cbbcb-2115-4cd2-ba93-c0a34ee1d4ee,42d24434-5a4a-44d9-8a9e-9ddb32a7e89c,4679576511210909,03/35,2026-04-12 23:11:32,292982.0,KRW,KR,37.1759,128.9889,101.141.88.215,Opera/8.59.(Windows NT 5.0; af-ZA) Presto/2.9.166 Version/10.00
6ee926a9-50d0-4813-bc37-2426e73f72f1,bd6279f7-d5b0-4382-938c-527ff0762153,4209990028360793,10/32,2026-04-12 23:27:33,375309.0,KRW,KR,36.82167,128.63083,81.195.24.224,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/3.0)
60d144ed-2a55-4959-9919-dfe63a98acbb,fe35b2f3-56c2-47e8-a073-9ce6d64748aa,4594846637509753,02/27,2026-04-12 23:45:02,1140165.0,KRW,KR,36.6009,126.665,218.209.249.180,Opera/8.14.(X11; Linux i686; brx-IN) Presto/2.9.179 Version/11.00
3647989f-3d08-474d-ac1f-90130d459fb5,e6dba926-6cb2-449a-bdd0-deb958e6d979,4528988683467204,08/32,2026-04-12 23:53:11,575.76,USD,KI,-85.8075345,115.010938,83.160.92.245,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/51.0.852.0 Mobile/60P904 Safari/535.0"
b5e8635f-3af1-4e14-a018-78e8dec777db,91a9aa2a-a082-4baa-9727-3fa73e9657ad,4706952428267992,11/27,2026-04-13 00:02:04,723093.0,KRW,KR,36.82167,128.63083,138.113.251.74,Opera/8.58.(Windows NT 6.2; ti-ER) Presto/2.9.162 Version/11.00
1e76a001-978d-4469-a419-c31cb2194653,b868c44e-4a29-47d7-91c1-7c7f125b6b48,4694691634375322,11/26,2026-04-13 00:12:37,752701.0,KRW,KR,36.6009,126.665,177.139.156.167,Mozilla/5.0 (Android 3.1; Mobile; rv:48.0) Gecko/48.0 Firefox/48.0
41acba77-f75e-43d7-a93d-c6ae198cc346,2c00a8f0-7375-4111-ada6-f49144abb200,4284110802632857,06/27,2026-04-13 00:23:42,646404.0,KRW,KR,36.6009,126.665,142.20.41.17,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/48.0.838.0 Safari/534.0"
1ef68eb1-2bb0-41ea-83f9-1a5ea406fdb5,4e32819c-d330-4079-be05-aab7d36294ff,4229098586691405,09/26,2026-04-13 00:30:44,1307013.0,KRW,KR,37.65639,126.835,156.28.209.242,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_6; rv:1.9.2.20) Gecko/3052-01-09 23:32:18 Firefox/4.0
34c2e689-414b-4c19-ad2b-7fa12ae77f2d,121e7c57-2bcf-4de8-8a40-8d1d163fd65a,4726240170904814,03/30,2026-04-13 00:32:21,1392462.0,KRW,KR,34.8825,128.62667,25.220.18.148,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/535.28.4 (KHTML, like Gecko) Version/5.0 Safari/535.28.4"
827ad36f-e6f9-408a-bee4-f01b3bff59cd,6f3fbe24-e1b7-41d8-b631-d2b12b86ed86,4219333645259940,01/29,2026-04-13 00:46:30,1299242.0,KRW,KR,36.6009,126.665,19.23.224.86,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/5.0)
af294b4f-ab18-475b-a18b-a570a25f2aae,33cb7f7b-b9af-45b2-a8df-b8883ace491e,4368886753559319,10/35,2026-04-13 00:46:49,36150.0,KRW,KR,34.8825,128.62667,50.22.5.104,Mozilla/5.0 (Android 2.3.5; Mobile; rv:12.0) Gecko/12.0 Firefox/12.0
252d1134-ab3b-4b05-bcf6-d620073891d7,cf2bebd2-1f13-4547-9a54-ab911c9cc78d,4939327808683143,02/32,2026-04-13 01:14:55,490239.0,KRW,KR,36.82167,128.63083,49.0.170.116,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/4.0)
b2b90044-a895-4520-ac8c-7732221e64e9,cf81b89d-fc64-472f-bc61-a1d053b73429,4977476575840569,08/34,2026-04-13 01:27:25,762426.0,KRW,KR,34.8825,128.62667,157.191.6.10,Opera/8.26.(X11; Linux i686; pl-PL) Presto/2.9.163 Version/12.00
f80deec2-f1e3-4f83-abd0-5b5634d22abf,de1ecd6f-e49f-4aac-a58a-385de196c79c,4378921687832066,12/27,2026-04-13 01:47:48,556508.0,KRW,KR,36.20389,127.08472,83.211.144.50,Opera/8.17.(X11; Linux i686; sc-IT) Presto/2.9.188 Version/12.00
db724962-0391-441b-8bee-847a0d310244,d5229021-47c3-4d5d-bef7-bebce73f8f7b,4050221630814260,04/27,2026-04-13 02:12:19,816850.0,KRW,KR,36.20389,127.08472,99.251.149.118,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/4.0)
19948867-cb8a-438e-8a3a-868b28e0a27c,2c00a8f0-7375-4111-ada6-f49144abb200,4284110802632857,06/27,2026-04-13 02:17:33,736657.0,KRW,KR,36.20389,127.08472,117.47.251.116,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/48.0.838.0 Safari/534.0"
a324a261-9fbd-44ec-931b-c70e50d3b12c,5190d865-9f7a-41db-8a71-fa9ca3b7fe91,4103530339997128,05/30,2026-04-13 02:18:16,351191.0,KRW,KR,36.6009,126.665,89.234.84.174,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_5; rv:1.9.6.20) Gecko/4542-09-05 04:12:20 Firefox/10.0
6ad57014-9950-4ec7-afa7-07b6ca994c99,6c2fbeb7-8af9-40c6-a61f-0a638a419106,4221859463704746,07/29,2026-04-13 02:22:22,447105.0,KRW,KR,34.8825,128.62667,119.56.88.205,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_1 rv:2.0; br-FR) AppleWebKit/531.7.6 (KHTML, like Gecko) Version/5.1 Safari/531.7.6"
737aeab2-1f0f-41bb-b3ef-db336b534f20,f61ed8c4-9a40-4515-9dd4-017a59330264,4509389542613075,12/32,2026-04-13 02:25:20,1129.76,USD,NR,-62.60182,1.225377,66.38.138.172,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_2) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/37.0.827.0 Safari/536.0"
03b2563d-e10b-45eb-878b-0a6cbee44510,01e2eb03-e9e3-4464-9320-3883b53e81bc,4689856505593371,09/29,2026-04-13 02:31:34,684172.0,KRW,KR,34.8825,128.62667,130.102.170.182,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_4) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/29.0.885.0 Safari/536.2"
4d12717e-21ef-45e8-9276-edaa7651c943,77f6bb4f-1244-40cf-89c0-28ae286ad7d4,4703550128141658,05/27,2026-04-13 02:46:09,969658.0,KRW,KR,36.20389,127.08472,158.187.123.39,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_2; rv:1.9.2.20) Gecko/7102-01-21 14:14:25 Firefox/3.8
f8f71738-fa28-485b-beae-b07b1cea58bb,2c0a3ad9-e61f-4f64-b5d8-5c2340521839,4510121176574217,01/27,2026-04-13 02:52:15,1413794.0,KRW,KR,34.8825,128.62667,52.184.117.128,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/3.1)
